Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Cabin_n,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Cabin_d_A,Cabin_d_B,Cabin_d_C,Cabin_d_D,Cabin_d_E,Cabin_d_F,Cabin_d_G,Cabin_d_T,Cabin_s_P,Cabin_s_S,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True
24.0,0.0,0.0,0.0,0.0,0.0,284,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
26.0,0.0,0.0,0.0,0.0,0.0,138,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
30.0,0.0,3722.0,4.0,140.0,4045.0,58,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
33.0,0.0,763.0,8.0,2.0,30.0,346,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
56.0,4694.0,0.0,2661.0,51.0,0.0,356,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
25.0,0.0,0.0,0.0,0.0,0.0,285,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
18.0,0.0,0.0,454.0,0.0,263.0,358,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
60.0,1891.0,640.0,0.0,360.0,52.0,68,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
41.0,0.0,2334.0,1.0,6.0,23.0,68,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
16.0,112.0,0.0,38.0,77.0,443.0,349,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
17.0,0.0,0.0,0.0,0.0,0.0,297,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
31.0,2.0,811.0,0.0,0.0,0.0,299,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
24.0,0.0,94.0,1.0,56.0,427.0,352,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
30.0,1.0,6398.0,0.0,2.0,295.0,56,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
22.0,0.0,8882.0,21.0,2204.0,19.0,56,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
28.0,0.0,4424.0,3.0,207.0,1572.0,56,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
23.0,0.0,0.0,0.0,0.0,0.0,56,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
29.0,0.0,699.0,0.0,0.0,1955.0,56,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
48.0,140.0,127.0,0.0,4102.0,521.0,61,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
23.0,1639.0,1218.0,0.0,1.0,0.0,362,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
55.0,1104.0,0.0,0.0,0.0,0.0,365,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
38.0,0.0,0.0,0.0,0.0,1381.0,355,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
2.0,0.0,0.0,0.0,0.0,0.0,289,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
3.0,0.0,0.0,0.0,0.0,0.0,289,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
20.0,0.0,0.0,0.0,788.0,16.0,366,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
25.0,113.0,0.0,0.0,1282.0,0.0,367,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
54.0,0.0,316.0,257.0,0.0,0.0,356,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
25.0,0.0,0.0,1.0,735.0,25.0,356,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
14.0,0.0,0.0,0.0,0.0,0.0,302,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
53.0,0.0,13527.0,0.0,0.0,771.0,22,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
0.0,0.0,0.0,0.0,0.0,0.0,303,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
39.0,0.0,43.0,864.0,0.0,85.0,113,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
22.0,8.0,710.0,0.0,27.0,0.0,368,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
31.0,120.0,0.0,657.0,52.0,0.0,63,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
35.0,0.0,1.0,0.0,0.0,3156.0,13,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
35.0,95.0,3441.0,0.0,391.0,318.0,13,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
32.0,0.0,0.0,0.0,0.0,0.0,358,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
61.0,953.0,415.0,974.0,0.0,133.0,358,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
58.0,14.0,0.0,1081.0,0.0,0.0,370,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,0.0,0.0,0.0,0.0,0.0,292,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
8.0,0.0,0.0,0.0,0.0,0.0,292,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
29.0,0.0,0.0,0.0,0.0,865.0,371,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
64.0,0.0,0.0,0.0,0.0,0.0,372,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
25.0,0.0,0.0,0.0,0.0,0.0,139,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
0.0,0.0,0.0,0.0,0.0,0.0,305,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
37.0,28.0,25.0,26.0,806.0,3.0,306,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
49.0,0.0,0.0,0.0,724.0,0.0,375,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
36.0,0.0,583.0,1789.0,19.0,1009.0,58,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
20.0,470.0,128.0,0.0,0.0,9.0,376,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
20.0,2215.0,0.0,0.0,86.0,0.0,377,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
48.0,0.0,0.0,0.0,0.0,0.0,140,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
26.0,0.0,3.0,176.0,611.0,0.0,141,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
35.0,0.0,88.0,718.0,46.0,0.0,295,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
30.0,116.0,0.0,0.0,728.0,29.0,361,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
22.0,0.0,0.0,22.0,0.0,702.0,378,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
5.0,0.0,0.0,0.0,0.0,0.0,307,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
43.0,0.0,0.0,0.0,0.0,0.0,308,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
52.0,0.0,0.0,0.0,0.0,0.0,142,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
50.0,5.0,809.0,0.0,309.0,731.0,59,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
19.0,0.0,748.0,158.0,5037.0,44.0,59,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
39.0,0.0,10153.0,1.0,78.0,5063.0,72,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
38.0,0.0,354.0,0.0,1806.0,0.0,72,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
25.0,11.0,44.0,397.0,0.0,0.0,297,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
42.0,0.0,0.0,0.0,0.0,0.0,14,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
36.0,0.0,0.0,0.0,0.0,0.0,14,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
19.0,42.0,0.0,345.0,1431.0,0.0,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
42.0,0.0,0.0,0.0,0.0,0.0,309,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
40.0,1465.0,39.0,0.0,0.0,1225.0,364,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
14.0,0.0,0.0,0.0,0.0,0.0,299,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
18.0,1218.0,0.0,34.0,1095.0,0.0,115,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
46.0,8.0,652.0,0.0,5.0,90.0,300,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
15.0,0.0,0.0,0.0,0.0,0.0,61,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
22.0,1744.0,79.0,0.0,12.0,1514.0,61,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0.0,0.0,0.0,0.0,0.0,0.0,23,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
52.0,0.0,0.0,0.0,0.0,0.0,23,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
38.0,34.0,2043.0,0.0,1339.0,0.0,23,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
46.0,731.0,0.0,288.0,0.0,2.0,117,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
23.0,0.0,0.0,0.0,0.0,0.0,303,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
63.0,0.0,4286.0,18.0,4.0,872.0,65,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
24.0,0.0,0.0,0.0,0.0,0.0,65,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
50.0,0.0,0.0,0.0,0.0,0.0,304,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
55.0,2424.0,0.0,1.0,0.0,284.0,66,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
21.0,0.0,0.0,107.0,166.0,388.0,144,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
56.0,0.0,0.0,0.0,0.0,0.0,73,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
18.0,0.0,0.0,0.0,0.0,0.0,307,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
47.0,7.0,877.0,17.0,0.0,0.0,368,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
36.0,0.0,0.0,1508.0,110.0,117.0,369,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
57.0,975.0,0.0,295.0,39.0,0.0,385,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
13.0,3037.0,10.0,43.0,0.0,0.0,62,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
27.0,120.0,0.0,1476.0,3.0,0.0,386,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
20.0,717.0,0.0,0.0,0.0,0.0,370,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
15.0,0.0,0.0,787.0,0.0,0.0,120,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
34.0,0.0,0.0,53.0,731.0,0.0,313,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
21.0,942.0,0.0,0.0,0.0,7.0,372,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
51.0,0.0,0.0,0.0,101.0,1357.0,374,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
23.0,382.0,0.0,398.0,8.0,0.0,121,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
58.0,0.0,0.0,0.0,0.0,717.0,387,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
37.0,2765.0,0.0,1134.0,0.0,0.0,68,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
25.0,0.0,0.0,0.0,0.0,0.0,309,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
15.0,0.0,0.0,0.0,0.0,0.0,66,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
40.0,0.0,382.0,0.0,1.0,3822.0,66,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
29.0,0.0,433.0,4899.0,393.0,260.0,66,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
36.0,0.0,0.0,0.0,0.0,0.0,122,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
21.0,0.0,0.0,677.0,4.0,0.0,122,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
35.0,302.0,6.0,0.0,6.0,613.0,315,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
24.0,3.0,361.0,94.0,824.0,160.0,390,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
2.0,0.0,0.0,0.0,0.0,0.0,316,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
43.0,0.0,0.0,0.0,1200.0,17.0,391,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
38.0,0.0,0.0,0.0,0.0,0.0,319,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
54.0,3.0,0.0,56.0,633.0,0.0,375,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
39.0,0.0,0.0,0.0,0.0,0.0,24,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
41.0,3702.0,0.0,1.0,0.0,18.0,63,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
22.0,0.0,0.0,0.0,10.0,761.0,310,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
26.0,0.0,0.0,0.0,0.0,0.0,82,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
39.0,1.0,2972.0,0.0,3175.0,1.0,82,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
15.0,0.0,0.0,0.0,0.0,0.0,82,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
64.0,0.0,0.0,0.0,0.0,0.0,82,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
25.0,0.0,0.0,0.0,0.0,0.0,82,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
35.0,0.0,0.0,0.0,0.0,0.0,393,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
26.0,401.0,0.0,693.0,62.0,0.0,376,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
3.0,0.0,0.0,0.0,0.0,0.0,312,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
29.0,1434.0,5.0,0.0,0.0,0.0,312,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
44.0,0.0,0.0,0.0,0.0,0.0,312,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
27.0,196.0,602.0,0.0,0.0,198.0,124,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
17.0,414.0,0.0,139.0,28.0,173.0,320,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
19.0,0.0,0.0,0.0,0.0,0.0,394,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
44.0,0.0,0.0,0.0,0.0,0.0,321,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
22.0,213.0,85.0,352.0,12.0,1.0,146,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
31.0,1062.0,0.0,802.0,71.0,0.0,380,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
17.0,0.0,0.0,249.0,537.0,5.0,125,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
30.0,231.0,0.0,0.0,274.0,26.0,314,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
15.0,12.0,25.0,197.0,631.0,0.0,381,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
55.0,373.0,1.0,1.0,496.0,0.0,383,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
28.0,5.0,2676.0,13.0,0.0,157.0,76,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
33.0,673.0,194.0,548.0,59.0,40.0,396,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
4.0,0.0,0.0,0.0,0.0,0.0,317,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
2.0,0.0,0.0,0.0,0.0,0.0,317,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
30.0,0.0,5734.0,0.0,5.0,1.0,25,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
31.0,0.0,0.0,0.0,0.0,0.0,59,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
17.0,0.0,0.0,0.0,0.0,0.0,59,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
40.0,0.0,0.0,0.0,0.0,0.0,59,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
30.0,1250.0,865.0,0.0,3725.0,5416.0,60,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
17.0,0.0,0.0,0.0,0.0,804.0,398,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
19.0,1139.0,18.0,0.0,0.0,671.0,387,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
22.0,0.0,5183.0,0.0,1080.0,2.0,83,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
36.0,0.0,809.0,0.0,86.0,0.0,390,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
17.0,44.0,1535.0,10.0,51.0,0.0,150,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
15.0,0.0,0.0,0.0,0.0,0.0,323,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20.0,0.0,4.0,429.0,0.0,287.0,323,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
19.0,30.0,1.0,1051.0,0.0,6.0,399,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
24.0,662.0,0.0,0.0,0.0,9.0,391,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
43.0,0.0,6.0,730.0,1.0,0.0,400,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
26.0,0.0,0.0,0.0,0.0,0.0,402,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
42.0,399.0,75.0,38.0,771.0,0.0,393,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
21.0,6.0,133.0,503.0,0.0,2.0,404,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
50.0,0.0,0.0,0.0,0.0,0.0,85,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
25.0,0.0,0.0,0.0,0.0,0.0,85,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
50.0,0.0,0.0,0.0,785.0,19.0,394,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
30.0,0.0,0.0,0.0,0.0,0.0,328,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
20.0,2.0,0.0,694.0,0.0,22.0,126,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
31.0,162.0,1211.0,4.0,0.0,1.0,151,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
26.0,281.0,741.0,13.0,0.0,4724.0,68,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
25.0,0.0,0.0,0.0,0.0,0.0,330,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
6.0,0.0,0.0,0.0,0.0,0.0,330,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
3.0,0.0,0.0,0.0,0.0,0.0,330,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
11.0,0.0,0.0,0.0,0.0,0.0,330,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
52.0,0.0,0.0,0.0,0.0,0.0,331,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
14.0,16.0,0.0,0.0,712.0,149.0,407,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
68.0,0.0,286.0,0.0,1739.0,13.0,407,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
18.0,0.0,0.0,0.0,0.0,0.0,331,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
55.0,2.0,0.0,0.0,0.0,907.0,333,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
34.0,0.0,5063.0,0.0,56.0,327.0,65,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
38.0,0.0,0.0,0.0,0.0,0.0,328,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
13.0,12.0,0.0,0.0,0.0,1963.0,410,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
19.0,0.0,0.0,0.0,0.0,0.0,329,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
30.0,0.0,0.0,0.0,0.0,0.0,70,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
27.0,0.0,0.0,72.0,668.0,2713.0,70,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
45.0,0.0,3559.0,0.0,3615.0,163.0,78,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
28.0,167.0,2406.0,71.0,283.0,650.0,78,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
23.0,177.0,0.0,7.0,0.0,448.0,401,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
24.0,1289.0,3343.0,0.0,4996.0,729.0,69,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
23.0,9.0,4081.0,0.0,0.0,16.0,69,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
29.0,270.0,0.0,0.0,25.0,343.0,402,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
46.0,430.0,0.0,340.0,52.0,61.0,334,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
17.0,8.0,911.0,0.0,0.0,0.0,411,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
20.0,0.0,0.0,4.0,35.0,769.0,335,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
24.0,121.0,20.0,0.0,68.0,506.0,407,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
40.0,19.0,10.0,1.0,4759.0,6007.0,16,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
38.0,0.0,590.0,2640.0,6202.0,99.0,72,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
65.0,51.0,4451.0,0.0,20.0,397.0,26,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
19.0,0.0,1342.0,0.0,152.0,556.0,26,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
54.0,0.0,0.0,872.0,0.0,1.0,408,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
38.0,0.0,717.0,0.0,0.0,0.0,409,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
40.0,51.0,0.0,1.0,368.0,509.0,331,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
22.0,8.0,0.0,801.0,0.0,12.0,413,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
18.0,29.0,0.0,2315.0,0.0,1.0,70,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
43.0,546.0,0.0,41.0,710.0,0.0,153,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
26.0,1751.0,0.0,0.0,0.0,0.0,410,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
22.0,2300.0,0.0,22.0,256.0,0.0,70,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
21.0,0.0,0.0,0.0,0.0,0.0,415,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
25.0,0.0,11.0,0.0,13.0,1344.0,411,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
